,primary_code,related_code,related_type,importance
964,FA0040020101,FA0040011708,P,4
965,FA00700411,FA0040020101,M,3
966,FA00700411,MM018001010210,M,3
967,FA0040020101,FA00700411,P,3
968,FA0040020101,CC0050040205,M,3
969,FA00500204,FA00400205,M,3
970,FA00500105,FA00400205,M,3
971,FA00500105,FA00500203,M,2
972,MM01800103,HC002001,P,3
973,FA00700411,FA00600305,P,2
974,FA0040020101,FA00706801,P,2
975,MM01800103,FA0070303,P,3
976,FA007040,FA00700206,P,3
977,FA00704304,FA00703005,M,4
978,FA00704304,FA007021,M,3
979,FA00704304,MM0180010107,M,3
980,FA007040,FA007041,P,2
981,MM01800103,FA007063,P,3
982,MM01800103,FA00701024,P,3
983,MM01800103,FA007018,P,3
984,FA00700411,FA00703602,P,2
985,MM01800103,FA007036,P,3
986,FA00700411,FA00703703,P,3
987,MM01800103,FA007038,P,3
988,MM01800103,FA007044,P,3
989,MM01800103,FA007045,P,3
990,MM01800103,FA007047,P,3
991,MM01800103,HA00100402,P,3
992,FA007040,FA00703401,P,2
993,FA007040,FA007034,P,3
994,FA00700411,FA007060404,P,3
995,FA00700411,FA00706403,P,3
996,MM01800103,FA00706411,P,3
997,FA007040,EG00100514,P,3
998,MM0180081403,AC0010031801,P,3
999,MM01800103,FA0070040212,P,3
1000,MM01800103,FA0070040211,P,3
1001,MM0180081403,AC00100314,P,3
1002,FA0040020101,AC00100313,P,2
1003,FA00700701,AC0010100104,P,2
1004,MM0180081403,AC0010030205,P,3
1005,FA00700701,AC00100312,P,3
1006,MM01800103,AC00100805,P,4
1007,MM0180081403,AC00100707,P,3
1008,MM0180081403,AC00100706,P,3
1009,MM01800103,AC001007,P,4
1010,FA0040020101,AC00100915,P,3
1011,FA0040020101,AC00101007,P,3
1012,FA0040020101,AC001023,P,3
1013,FA00700701,MM0040010303,M,1
1014,FA0040020101,FA0070041201,P,3
1015,MM0180081403,FA0070041201,P,3
1016,FA00700411,CC001009240202,M,3
1017,FA007040,CC001009240202,M,3
1018,FA007004124,CC0010092410,M,3
1019,FA007040,FA007018,P,3
1020,FA007040,FA007088,P,3
1021,FA00700701,FA004001170801,P,2
1022,FA0070020401,AC00300410,P,3
1023,MM0180081403,FA0070310102,P,3
1024,MM0180081403,FA0070010502,P,4
1025,MM0180081403,AC00100316,P,4
1026,FA007040,HC001040,P,3
1027,FA00700701,FA0040012207,M,1
1028,UT00100402,FA0040040302,A,3
1029,UT00100402,FA00400402,A,2
1030,UT00100402,FA00200503,A,3
1031,UT00100402,FA00400204,A,4
1032,UT00100302,FA00200503,A,3
1033,UT00100302,FA00400204,A,4
1034,UT00100302,FA00400402,A,2
1035,FA00500108,UT0050080102,P,4
1036,FA0040020101,FA0050010403,P,3
1037,UT00500803,UT001,T,3
1038,UT0050080103,UT00500706,D,4
1039,UT0050080103,UT001,T,3
1040,UT00500803,MM0170011101,M,4
1041,FA00400101,FA0050020201,P,3
1042,UT00100302,MM009001010202,M,3
1043,UT00100302,MM009001010204,M,3
1044,UT00100302,MM00900201,M,3
1045,UT00100302,PS002014,T,4
1046,EE00100308,EC001,M,4
1047,FA007040,EE00101303,P,1
1048,FA007040,EE00100807,P,1
1049,FP0020030104,FP001001010401,M,4
1050,FP0020030106,FP0010010708,M,4
1051,FP0020030109,FP0010010105,M,4
1052,FP0020030109,FP0010010102,M,3
1053,FP0020030109,FP0020010101,M,2
1054,FP0020030109,FP00200107,M,2
1055,FP0020030105,FP0010010701,M,4
1056,FP0020030105,FP0020010101,M,3
1057,FP00200306,FP001001010204,M,2
1058,FP0020030801,FP0010010105,M,4
1059,FP0020030801,FP0010010102,M,3
1060,FP0010030110,FP001003011003,M,4
1061,FP0020030101,FP0010030106,M,2
1062,FP001003011002,FP001003011003,M,4
1063,FP001003011002,FP00100304,M,3
1064,FP001003011002,FP0010010705,M,2
1065,FP001003011002,FP0010010701,M,2
1066,FP001003011002,FP00200801,M,2
1067,FP001003011002,FP002001,M,2
1068,FP0020030801,FP0020030114,P,4
1069,FP0020030104,ST003002,D,4
1070,FP0020030104,ST00200201,D,4
1071,FP0020030106,ST003002,D,4
1072,FP0020030106,ST00200201,D,4
1073,FP0020030109,ST003002,D,4
1074,FP0020030109,ST00200201,D,4
1075,FP0020030105,ST003002,D,4
1076,FP0020030105,ST00200201,D,4
1077,FP00200305,ST003002,D,4
1078,FP00200305,ST00200201,D,4
1079,FP00200306,ST003002,D,4
1080,FP00200306,ST00200201,D,4
1081,FP0020030801,ST003002,D,4
1082,FP0020030801,ST00200201,D,4
1083,FP0010030110,ST003002,D,4
1084,FP0010030110,ST00200201,D,4
1085,FP0020030101,ST003002,D,4
1086,FP0020030101,ST00200201,D,4
1087,FP001003011002,ST003002,D,4
1088,FP001003011002,ST00200201,D,4
1089,FP0020030109,FP0010010103,M,3
1090,FP00200306,FP0010010103,M,3
1091,FP0020030109,FA00703701,A,4
1092,FP00200305,FA00703701,A,4
1093,FP00200306,FA00703701,A,4
1094,FP0020030801,FA00703701,A,4
1095,FP0010030110,FA00703701,A,4
1096,FP001003011002,FA00703701,A,4
1097,FP001003011002,FP00200309,M,2
1098,FP00200305,HA00100402,A,4
1099,FP00200305,FP00200107,M,2
1100,FP0020030801,CC0010061110,P,2
1101,FP0020030801,CC0010061105,P,2
1102,FP0020030801,CC0050020201,P,2
1103,FP00200305,FP0010010705,M,4
1104,FP0020030101,FP001003011003,M,4
1105,FP0010030110,FP0020080201,M,2
1106,FP0010030110,FP00200107,M,2
1107,FP0020030801,FP001001010201,M,2
1108,FP0020030109,FP001001010501,M,3
1109,FP0020030109,FP001001010502,M,3
1110,FP0020030105,FP0010010702,M,1
1111,FP0020030105,FP0010010708,M,1
1112,FP0020030801,FP00100304,M,2
1113,FP0020030801,FP0010030501,M,3
1114,FP0020030109,FP0010030106,M,2
1115,FP0020030101,FP001003010602,M,1
1116,FP0020030109,FP001003010602,M,1
1117,FP0020030101,FP001003010606,M,1
1118,FP0020030109,FP001003010606,M,1
1119,FP0020030101,FP001003010607,M,1
1120,FP0020030109,FP001003010607,M,1
1121,FP0020030105,FA00703701,A,4
1122,FP0020030105,HA00100402,A,4
1123,FP0020030105,CR005,D,2
1124,FP0020030105,CR004,D,3
1125,FP0020030105,CR003,D,3
1126,FP0020030108,CR005,D,2
1127,FP0020030108,CR004,D,3
1128,FP0020030108,CR003,D,3
1129,FP0020030104,FA00703701,A,4
1130,FP0020030104,HA00100402,A,4
1131,FP0020030104,CR005,D,2
1132,FP0020030104,CR004,D,3
1133,FP0020030104,CR003,D,3
1134,FP0020030106,FA00703701,A,4
1135,FP0020030106,HA00100402,A,4
1136,FP0020030106,CR005,D,2
1137,FP0020030106,CR004,D,3
1138,FP0020030106,CR003,D,3
1139,FP0020030109,FP001003011003,M,2
1140,FP0020030109,HA00100402,A,4
1141,FP0020030109,CR005,D,2
1142,FP0020030109,CR004,D,3
1143,FP0020030109,CR003,D,3
1144,FP00200305,CR005,D,2
1145,FP00200305,CR004,D,3
1146,FP00200305,CR003,D,3
1147,FP00200305,CS007004,D,3
1148,FP00200305,CS007005,D,3
1149,FP00200306,CR005,D,2
1150,FP00200306,CR004,D,3
1151,FP00200306,CR003,D,3
1152,FP00200306,HA00100402,A,4
1153,FP00200306,CS007004,D,3
1154,FP00200306,CS007005,D,3
1155,FP0020030801,HA00100402,A,4
1156,FP0020030801,FP00200303,P,2
1157,FP0020030801,PH002,P,3
1158,FP0010030110,CR005,D,2
1159,FP0010030110,CR004,D,3
1160,FP0010030110,CR003,D,3
1161,FP0010030110,HA00100402,A,4
1162,FP0010030110,CS007004,D,3
1163,FP0010030110,CS007005,D,3
1164,FP0020030101,CR005,D,2
1165,FP0020030101,CR004,D,3
1166,FP0020030101,CR003,D,3
1167,FP0020030101,HA00100402,A,4
1168,FP0020030101,FA00703701,A,4
1169,FP0020030101,CS007004,D,3
1170,FP0020030101,CS007005,D,3
1171,FP001003011002,CR005,D,2
1172,FP001003011002,CR004,D,3
1173,FP001003011002,CR003,D,3
1174,FP001003011002,HA00100402,A,4
1175,FP001003011002,CS007004,D,3
1176,FP001003011002,CS007005,D,3
1177,FA00601102,FA00601103,M,4
1178,FA006010,PS0080020304,T,4
1179,FA006010,MM018,M,2
1180,FA00100701,MM00100311,M,3
1181,FA00100701,MM0170010702,M,4
1182,FA00100701,FA0010070202,M,3
1183,FA00100701,EE00100111101,M,3
1184,PS00201301,FP00100108,M,4
1185,PS00201301,FA007047,A,4
1186,PS00201301,CC003003,M,4
1187,PS00201301,CC003004,M,2
1188,FA00300109,CM001001,M,3
1189,FA0030010102,FA00200801,M,4
1190,FA0030010102,FA006007,A,3
1191,FA0030010102,FA00600308,A,3
1192,FA0030010102,FA006018,A,3
1193,FA0030010102,FA00602002,A,3
1194,FA0030010103,FA00200801,M,4
1195,FA0030010103,FA006007,A,3
1196,FA0030010103,FA00600308,A,3
1197,FA0030010103,FA006018,A,3
1198,FA0030010103,FA00602002,A,3
1199,FA0030010101,FA00200801,M,4
1200,FA0030010104,FA00200801,M,4
1201,FA0030010104,TR005002,T,4
1202,FA00300110,CM001001,M,3
1203,FA00300110,FA00600308,A,3
1204,FA00300110,FA00200205,T,2
1205,FA00300110,CM001005,M,4
1206,CM001001,FA007038,A,4
1207,FA00300102,CM001001,M,3
1208,FA00300102,MM0180010107,M,3
1209,FA00300102,MM0180081502,M,2
1210,FA00300102,FA002005,M,4
1211,HA00100201,FA00700508,M,4
1212,HA00100201,HA00100503,M,4
1213,HA00100201,HA00100508,M,2
1214,HA00100201,EE001006,M,2
1215,HA00100201,CR00600202,D,4
1216,HA0010020201,FA0070050802,M,4
1217,HA0010020201,HA0010050401,M,2
1218,HA0010020201,HA0010050402,M,2
1219,HA0010020201,HA00100508,M,2
1220,HA0010020201,CR00600202,D,4
1221,HA00100203,HA00100508,M,2
1222,HA00100203,CR00600202,D,4
1223,HA00100418,MM018001,M,4
1224,CM001001,FA00300109,P,4
1225,CM001001,FA00300110,P,4
1226,CM001001,FA00300102,P,3
1227,FA006010,FA006019,M,4
1228,FA0030010104,FA006007,A,3
1229,FA00300110,FA00602003,A,3
1230,FA0030010102,FA00600204,A,2
1231,FA0030010102,FA00600201,A,2
1232,FA0030010102,FA00600206,A,2
1233,FA00300102,FA00300210,T,4
1234,FA0030010102,CM00100101,M,2
1235,FA0030010102,CM00100107,M,2
1236,FA0030010102,CM00100105,M,3
1237,FA0030010103,CM00100107,M,2
1238,FA0030010103,CM00100105,M,3
1239,FA0030010103,CM00100101,M,2
1240,FA0030010101,CM00100107,M,2
1241,FA0030010101,CM00100105,M,3
1242,FA0030010104,CM00100107,M,2
1243,FA0030010104,CM00100105,M,3
1244,FA00300110,CM00100107,M,2
1245,FA00300110,CM001004,M,2
1246,FA00300102,CM00100107,M,2
1247,FA0030010101,FA00200912,M,4
1248,FA0030010103,FA00703004,M,3
1249,FA00601102,MM00100105,M,2
1250,FA00601102,MM01800103,M,3
1251,FA00300102,UT00100402,P,3
1252,FA006010,PS00500306,T,4
1253,CM001001,CC001007,M,4
1254,HA00100418,HA001005,M,2
1255,CM001001,MM004002,M,4
1256,CM001001,PS002,P,2
1257,FA00300102,UT001004,P,4
1258,CM001001,FA002013,P,4
1259,FA00300102,FA002013,M,4
1260,FA00300110,FA002013,M,4
1261,CM001001,FA00300101,P,3
1262,PS00201301,PS005054,T,4
1263,FA00300109,FA007064,A,4
1264,FA00300109,CC001013,M,3
1265,FA00300109,MM001,M,2
1266,FA00300109,MM018,M,3
1267,FA00300109,FA00300101,P,4
1268,FA00300109,FA00300110,P,4
1269,FA00300110,FA00300109,T,4
1270,FA00100701,TR007,P,4
1271,FA006010,TR008,P,4
1272,FA006010,FA0080040801,D,4
1273,HA00100203,HA00100501,M,3
1274,AC003005,AC00100309,M,2
1275,HA00100203,HA00100513,M,4
1276,FA00300102,FA00600701,A,3
1277,FA00300109,AC00300407,A,3
1278,CM001001,FA00300111,P,3
1279,CM001001,FA00303,P,4
1280,FA00300102,FA0030010906,T,4
1281,FA00300102,FA00706810,M,3
1282,AC003005,PS00501,T,4
1283,FA00100701,TR001003,P,4
1284,CM001001,EG002,T,4
1285,FA00300110,RE003,P,4
1286,PS00201301,RE003,P,4
1287,CM001001,FA00300104,P,3
1288,FA00300109,FA00300104,P,4
1289,FA00300109,FA00300106,P,3
1290,AC003005,CR009005,T,4
1291,AC003005,FA00706407,F,4
1292,AC003005,PS00800101,T,3
1293,FA00100701,PS0020170401,T,4
1294,AC003005,TR00100514,T,4
1295,AC003005,FA0040010709,F,4
1296,FA00100701,TR001004,P,3
1297,FA00300102,IT0010031103,T,4
1298,AC003005,PS00800318,T,2
1299,HA0010020201,PS005004240106,T,4
1300,AC003005,PS005052,T,2
1301,FA00100701,TR004002,P,3
1302,HA00100201,CC00101206,M,2
1303,HA00100201,MM0180010102,M,2
1304,HA00100203,CC0010092006,M,2
1305,HA00100203,MM0180010102,M,2
1306,FA006010,EG004,P,4
1307,AC003005,AC001017,M,4
1308,AC003005,AC001019,M,4
1309,AC003005,AC001011,F,4
1310,AC003005,AC001002,M,2
1311,AC003005,AC00101,M,2
1312,AC003005,AC001009,M,4
1313,AC003005,FA00701024,A,4
1314,FA00100701,MM0040010605,M,3
1315,FA00100701,FA00703008,M,4
1316,FA006010,CC001009,M,2
1317,FA006010,FA007066,M,2
1318,CM001001,EG001002,P,3
1319,CM001001,EG001,P,1
1320,CM001001,FA00800806,D,4
1321,FA00300102,PS00800108,T,3
1322,PS00201301,PS00800108,T,3
1323,FA00300109,PS00800108,T,3
1324,FA00300110,PS00800108,T,3
1325,HA00100418,ST004002,D,2
1326,HA00100418,CR005,D,2
1327,AC003005,FN00508,T,4
1328,FA0030010101,PS00800108,T,3
1329,FA0030010102,PS00800108,T,3
1330,FA0030010103,PS00800108,T,3
1331,FA0030010104,PS00800108,T,3
1332,FA006010,FA0040020501,M,3
1333,FA0030010101,FA0070042307,M,3
1334,FA0030010102,FA0070042307,M,3
1335,FA0030010103,FA0070042307,M,2
1336,FA0030010104,FA0070042307,M,2
1337,FA00300110,FA00706494,M,2
1338,FA0030010101,FA0060110102,A,3
1339,FA0030010103,FA0060110102,A,2
1340,FA00300102,FA00600401,A,3
1341,FA00300110,FA00706818,M,2
1342,FA00300102,FA00700205,A,2
1343,FA006010,FA00700406,M,4
1344,FA006010,FA007004,M,3
1345,FA00601102,FA00701108,M,2
1346,FA0030010104,FA0070300903,M,3
1347,FA006010,FA007062,A,4
1348,PS00201301,TR0060010201,T,4
1349,FA0030010103,FA002005020601,M,3
1350,FA00601102,FA0030010902,T,4
1351,FA00300110,FA0030020601,T,2
1352,FA00300110,FA00300209,T,3
1353,FA00300110,CS00400601,T,2
1354,FA00300110,FA0090010901,T,2
1355,FA00300110,FA0030010908,T,3
1356,FA00300110,FA003002099,T,3
1357,FA00300102,FA003003000,T,4
1358,AC003005,FN018001,T,2
1359,FA00300110,CS00800504,P,3
1360,FA00300110,CS00800502,P,3
1361,FA0030010101,FN01800203,T,2
1362,FA0030010102,FN01800203,T,2
1363,FA0030010103,FN01800203,T,2
1364,FA0030010104,FN01800203,T,2
1365,FA00300102,FN01800203,T,2
1366,FA00300109,FN01800203,T,2
1367,FA00300110,FN01800203,T,2
1368,PS00201301,FN01800203,T,2
1369,FA006010,EG00300602,R,4
1370,FA00601102,PS00500306,T,4
1371,AC003005,PS00800319,T,4
1372,FA00601102,EE00100603,M,3
1373,FP0020032001,FP001003011003,M,3
1374,FP00200801,FP001003011002,P,2
1375,FP00100304,FP00200104,P,2
1376,FP00100304,FP001003011002,P,3
1377,CC005002020101,FP00200105,P,4
1378,FP001001010501,FP00200306,P,4
1379,FP0010010102,FP0020030109,P,2
1380,FP0010010708,FP0020030106,P,4
1381,FP001001070102,FP0020030108,P,4
1382,FP0010010701,FP0020030105,P,4
1383,FP0010010105,FP0020030109,P,2
1384,FP0010010105,FP0020030801,P,2
1385,FP0010010701,FP00100701,M,4
1386,FP0010010701,CC003004,M,2
1387,FP00200801,FP0020030111,P,4
1388,FP00200801,FP00200302,P,2
1389,FP0010010701,FP00200302,P,3
1390,FP001001010301,FP001003010603,P,4
1391,FP0010010105,CC003004,M,2
1392,FP0010010102,CC003004,M,2
1393,FP0020032001,ST003002,D,4
1394,FP0020032001,ST00200201,D,4
1395,FP0010010701,ST00200102,D,4
1396,FP001001070102,ST00200102,D,4
1397,FP0010010708,ST00200102,D,4
1398,FP001001010301,FP001008010202,P,4
1399,FP00200801,FP00200803,T,4
1400,FP0010010102,BE002005,P,2
1401,FP00100304,BE004004,P,2
1402,FP00100304,FP001001010201,M,4
1403,FP0010010105,FA00600905,A,4
1404,FP0010010102,FA00600905,A,4
1405,FP0020032001,FA00703701,A,4
1406,CC005002020101,CC0050020104,P,3
1407,ST003002,FP00200104,P,2
1408,ST003002,FP0020010401,P,1
1409,ST003002,FP0020030108,P,2
1410,ST003002,FP0020030103,P,1
1411,ST003002,FP0020030104,P,1
1412,ST003002,FP0020030106,P,1
1413,ST003002,FP0020030109,P,2
1414,ST003002,FP0020030105,P,1
1415,ST003002,FP00200306,P,2
1416,ST003002,FP0020030801,P,2
1417,ST003002,FP0010030110,P,2
1418,ST003002,FP0020030101,P,1
1419,ST003002,FP001003011002,P,2
1420,ST003002,FP0020030102,P,2
1421,ST003002,FP0020030114,P,2
1422,ST003002,FP0020030112,P,2
1423,ST003002,FP00200302,P,2
1424,ST003002,FP00200101,P,2
1425,ST003002,FP0020010102,P,1
1426,ST003002,FP002001010201,P,1
1427,ST003002,FP0020010101,P,1
1428,ST003002,FP0020010201,P,1
1429,ST003002,FP0020010301,P,1
1430,ST003002,FP0020010302,P,1
1431,ST003002,FP0020010303,P,1
1432,ST003002,FP0020010304,P,1
