,primary_code,related_code,related_type,importance
92451,FA006012,TR00100501,P,2
92452,FA006012,TR00100507,P,3
92453,AC00200107,FA006012,P,3
92454,AC00200108,AC0030030201,P,1
92455,AC00200201,AC0030030201,P,1
92456,AC00200201,FA006012,P,3
92457,MM00901,FA006012,P,4
92458,FA006012,MM00901,R,4
92459,CS007006,FP00200102,P,2
92460,CS007006,FP00200308,P,3
92461,CS007011,FP00200102,P,2
92462,CS007011,FP00200308,P,3
92463,FA00701024,AC0030030201,P,1
92464,FP0020030802,FP0010010105,M,4
92465,FP0020030802,FP0010010102,M,2
92466,FP0020030802,CC0050020106,R,2
92467,FP0020030802,CT001007,R,3
92468,FP0020030802,ST003002,D,4
92469,FP0020030802,ST00200201,D,4
92470,FP0020030802,FP0010010103,M,3
92471,FP0020030802,FA00703701,A,4
92472,FP0020030802,FA00706427,F,4
92473,FP0020030802,HA00100402,A,4
92474,FP0020030802,CS007004,D,3
92475,FP0020030802,CR005,D,2
92476,FP0020030802,CR004,D,3
92477,FP0020030802,CR003,D,3
92478,FP0020030802,ST004002,D,2
92479,FP0020030802,ST004001,D,1
92480,FP0020030802,CS007005,D,3
92481,FP0020030802,CT00100703,R,4
92482,FP0020030802,CS007006,D,1
92483,FP0020030802,CS007011,D,2
92484,AC001008,AC0030030201,P,1
92485,AC001008,FA006012,P,3
92486,HA00100402,FP0020030802,P,1
92487,CS007004,FP0020030802,P,1
92488,CR005,FP0020030802,P,1
92489,CR004,FP0020030802,P,1
92490,CR003,FP0020030802,P,1
92491,ST004002,FP0020030802,P,1
92492,ST004001,FP0020030802,P,1
92493,CS007005,FP0020030802,P,1
92494,CT00100703,FP0020030802,P,1
92495,CS007006,FP0020030802,P,1
92496,CS007011,FP0020030802,P,1
92497,FA006019,FA006012,P,3
92498,FP0020030802,ST004,D,3
92499,ST004,FP00200102,P,1
92500,ST004,FP00200308,P,3
92501,ST004,FP0020030802,P,1
92502,PS005100,AC0030030201,P,1
92503,EC0010150202,AC0030030201,P,1
92504,FA008013,AC0030030201,P,1
92505,FA007064104,FA006012,M,4
92506,FA006012,FA007064104,P,3
92507,TR00800204,FA006012,A,4
92508,TR00100506,FA006012,A,4
92509,TR00100508,FA006012,A,4
92510,TR00100512,FA006012,A,4
92511,TR00100513,FA006012,A,4
92512,TR00100514,FA006012,A,4
92513,TR00100515,FA006012,A,4
92514,TR001005,FA006012,A,4
92515,FA006012,TR00800204,P,2
92516,FA006012,TR00100506,P,1
92517,FA006012,TR00100508,P,2
92518,FA006012,TR00100512,P,2
92519,FA006012,TR00100513,P,2
92520,FA006012,TR00100514,P,2
92521,FA006012,TR00100515,P,2
92522,FA006012,TR001005,P,4
92523,AC001003,AC0030030201,P,1
92524,AC00100306,AC0030030201,P,1
92525,AC001024,AC0030030201,P,1
92526,AC001024,FA006012,P,3
92527,AC001010,AC0030030201,P,1
92528,AC001010,FA006012,P,3
92529,EC0010040503,AC0030030201,P,1
92530,EC0010040503,FA006012,P,3
92531,AC00100907,AC0030030201,P,1
92532,AC00100907,FA006012,P,3
92533,AC00100908,AC0030030201,P,1
92534,AC00100908,FA006012,P,3
92535,AC001018,AC0030030201,P,1
92536,AC001018,FA006012,P,3
92537,AC00100906,AC0030030201,P,1
92538,AC00100906,FA006012,P,3
92539,AC00100905,AC0030030201,P,1
92540,AC00100905,FA006012,P,3
92541,AC00100912,AC0030030201,P,1
92542,AC00100912,FA006012,P,3
92543,AC00100913,AC0030030201,P,1
92544,AC00100913,FA006012,P,3
92545,AC00100914,AC0030030201,P,1
92546,AC00100914,FA006012,P,3
92547,AC00100916,AC0030030201,P,1
92548,AC00100916,FA006012,P,3
92549,AC00100320,AC0030030201,P,1
92550,AC00100320,FA006012,P,3
92551,AC001004,AC0030030201,P,1
92552,AC001004,FA006012,P,3
92553,AC00100401,AC0030030201,P,1
92554,AC00100401,FA006012,P,3
92555,AC0010040104,AC0030030201,P,1
92556,AC0010040104,FA006012,P,3
92557,AC00100407,AC0030030201,P,1
92558,AC00100402,AC0030030201,P,1
92559,AC00100402,FA006012,P,3
92560,AC00100403,AC0030030201,P,1
92561,AC00100403,FA006012,P,3
92562,AC00100408,AC0030030201,P,1
92563,AC00100408,FA006012,P,3
92564,AC001005,AC0030030201,P,1
92565,AC001005,FA006012,P,3
92566,AC00100506,AC0030030201,P,1
92567,AC00100506,FA006012,P,3
92568,AC00100503,AC0030030201,P,1
92569,AC00100503,FA006012,P,3
92570,AC00100504,AC0030030201,P,1
92571,AC00100504,FA006012,P,3
92572,AC0010050601,AC0030030201,P,1
92573,AC0010050601,FA006012,P,3
92574,AC0010019,AC0030030201,P,1
92575,AC0010019,FA006012,P,3
92576,AC00101702,AC0030030201,P,1
92577,AC00101702,FA006012,P,3
92578,AC00101704,AC0030030201,P,1
92579,AC00101704,FA006012,P,3
92580,AC0010018,AC0030030201,P,1
92581,AC0010018,FA006012,P,3
92582,AC00101703,AC0030030201,P,1
92583,AC00101703,FA006012,P,3
92584,AC0010170402,AC0030030201,P,1
92585,AC0010170402,FA006012,P,3
92586,AC0010170403,AC0030030201,P,1
92587,AC0010170403,FA006012,P,3
92588,AC0010170401,AC0030030201,P,1
92589,AC0010170401,FA006012,P,3
92590,AC001006,AC0030030201,P,1
92591,AC001006,FA006012,P,3
92592,AC00100601,AC0030030201,P,1
92593,AC00100601,FA006012,P,3
92594,AC0010060202,AC0030030201,P,1
92595,AC0010060202,FA006012,P,3
92596,AC00100603,AC0030030201,P,1
92597,AC00100603,FA006012,P,3
92598,FA0070300702,AC0030030201,P,1
92599,FA0070300702,FA006012,P,3
92600,AC00100604,AC0030030201,P,1
92601,AC00100604,FA006012,P,3
92602,AC001007,AC0030030201,P,1
92603,AC001007,FA006012,P,3
92604,AC00100701,AC0030030201,P,1
92605,AC00100701,FA006012,P,3
92606,AC0010070103,AC0030030201,P,1
92607,AC0010070103,FA006012,P,3
92608,AC00100702,AC0030030201,P,1
92609,AC00100702,FA006012,P,3
92610,AC00100704,AC0030030201,P,1
92611,AC00100704,FA006012,P,3
92612,AC00100705,AC0030030201,P,1
92613,AC00100705,FA006012,P,3
92614,AC00100703,AC0030030201,P,1
92615,AC00100703,FA006012,P,3
92616,AC00100706,AC0030030201,P,1
92617,AC00100706,FA006012,P,3
92618,AC00100707,AC0030030201,P,1
92619,AC00100707,FA006012,P,3
92620,AC001014,AC0030030201,P,1
92621,AC001014,FA006012,P,3
92622,AC00101402,AC0030030201,P,1
92623,AC00101402,FA006012,P,3
92624,AC0010140201,AC0030030201,P,1
92625,AC0010140201,FA006012,P,3
92626,AC001014020101,AC0030030201,P,1
92627,AC001014020101,FA006012,P,3
92628,AC0010140202,AC0030030201,P,1
92629,AC0010140202,FA006012,P,3
92630,AC00101404,AC0030030201,P,1
92631,AC00101404,FA006012,P,3
92632,AC00101405,AC0030030201,P,1
92633,AC00101405,FA006012,P,3
92634,AC00101406,AC0030030201,P,1
92635,AC00101406,FA006012,P,3
92636,AC00100805,AC0030030201,P,1
92637,AC00100805,FA006012,P,3
92638,AC00100801,AC0030030201,P,1
92639,AC00100801,FA006012,P,3
92640,AC0010080103,AC0030030201,P,1
92641,AC0010080103,FA006012,P,3
92642,FA006012,AC0010080103,M,1
92643,AC0010080105,AC0030030201,P,1
92644,AC0010080105,FA006012,P,3
92645,FA006012,AC0010080105,M,1
92646,AC0010080101,AC0030030201,P,1
92647,AC0010080101,FA006012,P,3
92648,FA006012,AC0010080101,M,1
92649,AC0010080106,AC0030030201,P,1
92650,AC0010080106,FA006012,P,3
92651,FA006012,AC0010080106,M,1
92652,AC0010080107,AC0030030201,P,1
92653,AC0010080107,FA006012,P,3
92654,FA006012,AC0010080107,M,1
92655,AC00100802,AC0030030201,P,1
92656,AC00100802,FA006012,P,3
92657,FA006012,AC00100802,M,1
92658,AC0010080204,AC0030030201,P,1
92659,AC0010080204,FA006012,P,3
92660,FA006012,AC0010080204,M,1
92661,AC0010080206,AC0030030201,P,1
92662,AC0010080206,FA006012,P,3
92663,FA006012,AC0010080206,M,1
92664,AC0010080205,AC0030030201,P,1
92665,AC00100803,AC0030030201,P,1
92666,AC00100803,FA006012,P,3
92667,FA006012,AC00100803,M,1
92668,AC001022,AC0030030201,P,1
92669,AC001022,FA006012,P,3
92670,FA006012,AC001022,M,1
92671,FA00601403,FA006012,P,3
92672,FA006012,FA00601403,M,3
92673,CC0050020107,FP00200102,P,1
92674,CC0050020107,FP00200308,P,2
92675,CC0050020107,FP0020030802,P,1
92676,FP0020030802,CC0050020107,R,4
92677,CC005002010701,FP00200102,P,1
92678,CC005002010701,FP00200308,P,2
92679,CC005002010701,FP0020030802,P,1
92680,FP0020030802,CC005002010701,R,3
92681,CC0050020107010101,FP00200102,P,2
92682,CC0050020107010102,FP00200102,P,2
92683,CC00500201070101,FP00200102,P,2
92684,CC005002010401,FP00200102,P,2
92685,CC005002010402,FP00200102,P,2
92686,CC0050020104,FP00200102,P,2
92687,AC00100804,AC0030030201,P,1
92688,AC001010406,FA006012,P,3
92689,AC001010406,AC0030030201,P,1
92690,FA006012,AC001010406,M,1
92691,AC0010030109,AC0030030201,P,1
92692,AC0010030110,AC0030030201,P,1
92693,AC00100918,FA006012,P,2
92694,FA006012,AC00100918,M,1
92695,FA006012,AC00100507,M,2
92696,FA006012,AC001010407,M,4
92697,FA006012,CC0010060103,R,1
92698,FA0070102402,AC0030030201,P,1
92699,AC00100507,AC0030030201,P,1
92700,AC00100507,FA006012,P,3
92701,AC001010407,AC0030030201,P,4
92702,AC001010407,FA006012,P,2
92703,CC0010060103,FA006012,P,3
92704,AC005,SW0010051205,T,3
92705,SW0010051205,AC003,P,4
92706,EC00100608,EC0010060702,P,4
92707,EC00100608,FA00400122,P,3
92708,EC00100608,CC005003,P,2
92709,EC00100608,EC00100614,P,2
92710,EC00100608,CC005004,P,2
92711,EC00100608,CC0010092006,P,2
92712,EC00100608,CC0010020601,P,2
92713,EC0010060702,EC00100608,M,3
92714,FA00400122,EC00100608,R,2
92715,CC005003,EC00100608,R,2
92716,EC00100614,EC00100608,R,2
92717,CC005004,EC00100608,R,1
92718,CC0010092006,EC00100608,R,1
92719,CC0010020601,EC00100608,R,1
92720,FA00706636,FA00703006,M,3
92721,FA00706636,FA00703008,M,4
92722,FA00706636,FA007001,P,4
92723,FA00706636,FA00700110,P,3
92724,FA00706636,FA00700114,P,2
92725,FA00706636,FA00700103,P,3
92726,FA00706636,FA00700101,P,2
92727,FA00706636,FA00700102,P,2
92728,FA00706636,FA00700105,P,2
92729,FA00706636,FA00700106,P,2
92730,FA00706636,FA00700108,P,2
92731,FA00706636,FA00700111,P,2
92732,FA00706636,FA00700113,P,2
92733,FA00706636,FA007062,P,2
92734,FA00706636,FA00701601,P,2
92735,FA00706636,FA00701605,P,2
92736,FA00706636,BT001002,D,4
92737,FA00706636,FA007031,T,4
92738,FA00706638,AC001,P,4
92739,FA00706638,AC003,P,4
92740,FA00706638,MM018001,M,4
92741,FA00706638,FA00703008,M,3
92742,FA00706638,CC001012,M,2
92743,FA00706638,MM0010030701,M,2
92744,FA00706638,BT001002,D,4
92745,FA00706638,MM01800103,M,4
92746,FA00706638,FA007031,T,4
92747,FA00706639,CC0010092410,M,3
92748,FA00706639,CC0010120704,M,4
92749,FA00706639,MM0010030701,M,3
92750,FA00706639,EC00101502,M,2
92751,FA00706639,MM0020010301,M,1
92752,FA00706639,FA00706636,M,3
92753,FA00706639,EC0010050709,P,4
92754,FA00706639,EC00100507,P,3
92755,FA00706639,EC00100508,P,3
92756,FA00706639,EC00100601,P,4
92757,FA00706639,PF001002,P,2
92758,FA00706639,FA007062,P,2
92759,FA00706639,CG00100305,P,2
92760,FA00706639,EC004,P,3
92761,FA00706639,FA007001,P,3
92762,FA00706639,FA007031,T,4
92763,FA00706639,BT001002,D,4
92764,FA00706639,MM018001,M,4
92765,FA00706639,CC001006140302,M,3
92766,FA007064111,CP001002,M,3
92767,FA007064111,EE00100512,M,3
92768,FA007064111,CP00200102,M,3
92769,FA007064111,FA00701103,M,1
92770,FA007064111,HW00102203,M,2
92771,FA007064111,MM01800813,M,2
92772,FA007064111,MM0180010302,M,3
92773,FA007064111,MM018001010206,M,3
92774,FA007064111,FA00706601,M,3
92775,FA007064111,CM0010050302,M,3
92776,FA007064111,EC00100601,M,4
92777,FA007064111,FA0040020601,M,2
92778,FA007064111,CC005004,M,2
92779,FA007064111,FA00800406,D,4
92780,FA007064111,PS005106,P,4
92781,FA007064111,FA00400107,M,2
92782,FA007064111,EC001007,M,2
92783,FA007064111,HW0010250201,M,3
92784,FA007064111,TR00100501,P,4
92785,FA007064111,SE00203110,M,3
92786,FA007064111,EE00101303,M,3
92787,FA007064111,CP00200404,M,3
92788,FA007064111,EC00102002,M,3
92789,FA007064112,CP001002,M,3
92790,FA007064112,EE00100512,M,3
92791,FA007064112,CP00200102,M,3
92792,FA007064112,FA00701103,M,1
92793,FA007064112,HW00102203,M,2
92794,FA007064112,MM01800813,M,2
92795,FA007064112,MM0180010302,M,3
92796,FA007064112,MM018001010206,M,3
92797,FA007064112,PF001007,M,3
92798,FA007064112,FA00706601,M,3
92799,FA007064112,CM0010050302,M,3
92800,FA007064112,EC00100601,M,4
92801,FA007064112,FA0040020601,M,2
92802,FA007064112,CC005004,M,2
92803,FA007064112,FA00800406,D,4
92804,FA007064112,ST004,P,4
92805,FA007064112,ST004002,P,3
92806,FA007064112,CR003,P,3
92807,FA007064112,CR004,P,3
92808,FA007064112,BT012001,P,3
92809,FA007064112,CS00800502,P,2
92810,FA007064112,CS0080050201,P,2
92811,FA007064112,EE00101303,M,3
92812,FA007064112,CP00200404,M,3
92813,FA007064112,FA00400107,M,2
92814,FA007064112,EC001007,M,2
92815,FA007064112,SE00203110,M,3
92816,FA007064112,CS00100102,P,2
92817,FA007064112,CR001007,P,3
92818,FA007064112,CS00800201,P,3
92819,FA007064112,CS00800501,P,3
92820,FA007064112,CS00800503,P,2
92821,FA007064112,CS00800504,P,3
92822,FA007064112,CS008008,P,2
92823,FA007064112,CS001006,P,3
92824,FA007064112,RE002002,P,3
92825,FA007064112,TR005004,P,2
92826,FA007064112,TR005003,P,2
92827,FA007064112,TR005001,P,2
92828,FA007064112,TR004,P,2
92829,MM018001,FA00706636,P,1
92830,FA00703006,FA00706636,P,1
92831,FA00703008,FA00706636,P,1
92832,FA007001,FA00706636,M,2
92833,FA00700110,FA00706636,M,2
92834,FA00700114,FA00706636,M,2
92835,FA00700103,FA00706636,M,2
92836,FA00700101,FA00706636,M,2
92837,FA00700102,FA00706636,M,2
92838,FA00700105,FA00706636,M,2
92839,FA00700106,FA00706636,M,2
92840,FA00700108,FA00706636,M,2
92841,FA00700111,FA00706636,M,2
92842,FA00700113,FA00706636,M,2
92843,FA007062,FA00706636,M,2
92844,FA00701601,FA00706636,M,2
92845,FA00701605,FA00706636,M,2
92846,BT001002,FA00706636,P,1
92847,FA007031,FA00706636,P,4
92848,AC001,FA00706638,F,3
92849,AC003,FA00706638,F,3
92850,MM018001,FA00706638,P,1
92851,FA00703008,FA00706638,P,1
92852,CC001012,FA00706638,P,1
92853,MM0010030701,FA00706638,P,1
92854,BT001002,FA00706638,P,1
92855,MM01800103,FA00706638,P,2
92856,FA007031,FA00706638,P,4
92857,CC0010092410,FA00706639,P,1
92858,CC0010120704,FA00706639,P,1
92859,MM0010030701,FA00706639,P,1
92860,EC00101502,FA00706639,P,1
92861,MM0020010301,FA00706639,P,1
92862,FA00706636,FA00706639,P,2
92863,EC0010050709,FA00706639,F,2
92864,EC00100507,FA00706639,F,2
92865,EC00100508,FA00706639,F,2
92866,EC00100601,FA00706639,F,2
92867,PF001002,FA00706639,F,2
92868,FA007062,FA00706639,F,2
92869,CG00100305,FA00706639,F,2
92870,EC004,FA00706639,F,3
92871,FA007001,FA00706639,F,3
92872,FA007031,FA00706639,P,4
92873,BT001002,FA00706639,P,1
92874,MM018001,FA00706639,P,1
92875,CC001006140302,FA00706639,P,1
92876,CP001002,FA007064111,P,2
92877,EE00100512,FA007064111,P,2
92878,CP00200102,FA007064111,P,2
92879,FA00701103,FA007064111,P,1
92880,HW00102203,FA007064111,P,1
92881,MM01800813,FA007064111,P,1
92882,MM0180010302,FA007064111,P,1
92883,MM018001010206,FA007064111,P,1
92884,FA00706601,FA007064111,P,1
92885,CM0010050302,FA007064111,P,1
92886,EC00100601,FA007064111,P,1
92887,FA0040020601,FA007064111,P,1
92888,CC005004,FA007064111,P,1
92889,FA00800406,FA007064111,P,1
92890,PS005106,FA007064111,M,4
92891,FA00400107,FA007064111,P,1
92892,EC001007,FA007064111,P,1
92893,HW0010250201,FA007064111,P,1
92894,TR00100501,FA007064111,F,3
92895,SE00203110,FA007064111,P,1
92896,EE00101303,FA007064111,P,1
92897,CP00200404,FA007064111,P,1
92898,EC00102002,FA007064111,P,1
92899,CP001002,FA007064112,P,2
92900,EE00100512,FA007064112,P,2
92901,CP00200102,FA007064112,P,2
92902,FA00701103,FA007064112,P,1
92903,HW00102203,FA007064112,P,1
92904,MM01800813,FA007064112,P,1
92905,MM0180010302,FA007064112,P,1
92906,MM018001010206,FA007064112,P,1
92907,PF001007,FA007064112,P,1
92908,FA00706601,FA007064112,P,1
92909,CM0010050302,FA007064112,P,1
92910,EC00100601,FA007064112,P,1
92911,FA0040020601,FA007064112,P,1
92912,CC005004,FA007064112,P,1
92913,FA00800406,FA007064112,P,1
92914,ST004,FA007064112,F,2
92915,ST004002,FA007064112,F,2
92916,CR003,FA007064112,F,2
92917,CR004,FA007064112,F,2
92918,BT012001,FA007064112,F,2
92919,CS00800502,FA007064112,F,1
92920,CS0080050201,FA007064112,F,1
92921,EE00101303,FA007064112,P,1
92922,CP00200404,FA007064112,P,1
92923,FA00400107,FA007064112,P,1
92924,EC001007,FA007064112,P,1
92925,SE00203110,FA007064112,P,1
92926,CS00100102,FA007064112,F,1
92927,CR001007,FA007064112,F,1
92928,CR004,FP002003200101,P,1
92929,CR003,FP002003200101,P,1
92930,ST004002,FP002003200101,P,2
92931,ST004,FP002003200101,P,2
92932,CR004,FP00200320010201,P,1
92933,CR003,FP00200320010201,P,1
92934,ST004002,FP00200320010201,P,2
92935,ST004,FP00200320010201,P,2
92936,CR004,FP00200320010202,P,1
92937,CR003,FP00200320010202,P,1
92938,ST004002,FP00200320010202,P,2
92939,ST004,FP00200320010202,P,2
92940,CR004,FP002003200102,P,1
92941,CR003,FP002003200102,P,1
92942,ST004002,FP002003200102,P,2
92943,ST004,FP002003200102,P,2
92944,PS005106,TR00100501,P,4
92945,PS005106,TR00100507,P,3
92946,TR00100501,PS005106,T,3
92947,MM0180010302,HA00300109,P,1
92948,MM01800103,HA00300109,P,1
92949,CC001006140302,HA00300109,P,1
92950,CR003,HA00300109,P,1
92951,ST004,HA00300109,P,1
92952,ST004002,HA00300109,P,1
92953,CR004,HA00300109,P,1
92954,MM018001,FA00706640,P,2
92955,MM0180010302,FA00706640,P,1
92956,CC001006140302,FA00706640,P,1
92957,CR003,FA00706640,P,1
92958,ST004,FA00706640,P,1
92959,ST004002,FA00706640,P,1
92960,CR004,FA00706640,P,1
92961,ST004002,FP0020040201,P,1
92962,ST004,FP0020040201,P,1
92963,CR003,FP0020040201,P,1
92964,CR004,FP0020040201,P,1
92965,ST004002,FP00200402,P,1
92966,ST004,FP00200402,P,1
92967,CR003,FP00200402,P,1
92968,CR004,FP00200402,P,1
92969,ST004002,FP00200403,P,1
92970,ST004,FP00200403,P,1
92971,CR003,FP00200403,P,1
92972,CR004,FP00200403,P,1
92973,ST004002,FP00200301120201,P,1
92974,ST004,FP00200301120201,P,1
92975,CR004,FP00200301120201,P,1
92976,ST004002,FP002003011202,P,1
92977,ST004,FP002003011202,P,1
92978,CR004,FP002003011202,P,1
92979,ST004002,FP0010030209,P,2
92980,ST004,FP0010030209,P,2
92981,CR004,FP0010030209,P,2
92982,CR003,FP0010030209,P,2
92983,ST004002,FP00200307,P,2
92984,ST004,FP00200307,P,2
92985,CR004,FP00200307,P,1
92986,CR003,FP00200307,P,1
92987,CR004,FP002003080301,P,1
92988,CR003,FP002003080301,P,1
92989,ST004002,FP002003080301,P,1
92990,ST004,FP002003080301,P,1
92991,CR004,FP0020030803,P,1
92992,CR003,FP0020030803,P,1
92993,ST004002,FP0020030803,P,1
92994,ST004,FP0020030803,P,1
92995,CR004,FP0010011003,P,1
92996,ST004002,FP0010011003,P,1
92997,CR003,FP0010011003,P,1
92998,ST004,FP0010011003,P,1
92999,CP001002,SE002037,M,2
93000,MM0180010302,EE00100208,P,1
93001,EE00100512,EE00100208,P,1
93002,SE00203110,EE00100208,P,1
93003,EC00100508,EE00100208,P,1
93004,FA0040020601,EE00100208,P,1
93005,EC00100507,EE001008074,P,2
93006,EE00100512,HW0010210101,P,1
93007,CP001002,HW0010210101,P,1
93008,EC00100601,HW0010210101,P,1
93009,EC00100601,EE0010051201,P,2
93010,FA00400107,EE0010051201,P,1
93011,SE00203110,EE0010051201,P,1
93012,EC00100507,EE001015010105,P,1
93013,CP00200404,EE001015010105,P,2
93014,CS00800201,FA007064112,F,1
93015,CS00800501,FA007064112,F,1
93016,CS00800503,FA007064112,F,1
93017,CS00800504,FA007064112,F,1
93018,CS008008,FA007064112,F,1
93019,CS001006,FA007064112,F,1
93020,RE002002,FA007064112,F,1
93021,TR005004,FA007064112,F,1
93022,TR005003,FA007064112,F,1
93023,TR005001,FA007064112,F,1
93024,TR004,FA007064112,F,1
93025,FP002003200101,FP001003011003,M,4
93026,FP002003200101,FP00100304,M,4
93027,FP002003200101,FP00200812,R,2
93028,FP002003200101,FP0020080117,R,2
93029,FP002003200101,FP00200816,R,4
93030,FP002003200101,FP002010,R,2
93031,FP002003200101,FP0010010705,R,2
93032,FP002003200101,FP0010010701,R,2
93033,FP002003200101,FP00200101,R,2
93034,FP002003200101,FP0010030106,R,2
93035,FP002003200101,FP002001,R,2
93036,FP002003200101,CT00100703,R,4
93037,FP002003200101,FA00706427,F,4
93038,FP002003200101,HA00100402,A,4
93039,FP002003200101,CC0050020107,R,4
93040,FP002003200101,CC005002010701,R,3
93041,FP002003200101,ST003002,D,4
93042,FP002003200101,ST00200201,D,4
93043,FP002003200101,CR005,D,3
93044,FP002003200101,CR004,D,2
93045,FP002003200101,CR003,D,2
93046,FP002003200101,ST004002,D,3
93047,FP002003200101,ST004001,D,1
93048,FP002003200101,CS007004,D,3
93049,FP002003200101,CS007005,D,3
93050,FP002003200101,CS007006,D,1
93051,FP002003200101,CS007011,D,2
93052,FP002003200101,ST004,D,3
93053,FP002003200101,CR0011,D,2
93054,FP002003200101,CR001009,D,1
93055,FP002003200101,FP0010010106,M,2
93056,FP002003200101,FP001001010203,M,3
93057,FP002003200101,FP001001010202,M,3
93058,FP002003200101,FA00703701,F,4
93059,FP002003200101,FP00200801,R,2
93060,FP002003200101,FP001003010602,R,1
93061,FP002003200101,FP001003010603,R,1
93062,FP002003200101,FP001003010606,R,1
93063,FP002003200101,FP001003010607,R,1
93064,FP002003200101,FP0020080116,R,1
93065,FP002003200101,FP0020080102,R,1
93066,FP002003200101,FP0020080103,R,1
93067,FP002003200101,FP0020080104,R,1
93068,FP002003200101,FP0020080115,R,1
93069,FP002003200101,FP0020080101,R,1
93070,FP002003200101,FP0020080114,R,1
93071,FP002003200101,FP00201016,R,1
93072,FP002003200101,FP00201003,R,1
93073,FP002003200101,FP00201006,R,1
93074,FP002003200101,FP00201007,R,1
93075,FP002003200101,FP0020101608,R,1
93076,FP002003200101,FP00201017,R,1
93077,FP002003200101,FP00201002,R,1
93078,FP002003200101,FP00201004,R,1
93079,FP002003200101,FP00201011,R,1
93080,FP002003200101,FP00201013,R,1
93081,FP002003200101,FP00201015,R,1
93082,FP002003200101,FP00100301060201,R,1
93083,FP002003200101,FP00200811,R,1
93084,FP002003200101,FP001001070501,R,1
93085,FP002003200101,FP00200103,R,1
93086,FP002003200101,FP001003010601,R,1
93087,FP002003200101,FP00201005,R,1
93088,FP002003200101,FP0020101701,R,1
93089,FP002003200101,FP001003010608,R,1
93090,FP002003200101,FP001003010609,R,1
93091,FP002003200101,FP0020101611,R,2
93092,FP00200320010201,FP00201002,M,3
93093,FP00200320010201,FP00201011,M,3
93094,FP00200320010201,FP00201015,M,2
93095,FP00200320010201,FP0020101701,M,1
93096,FP00200320010201,FP0020101611,M,1
93097,FP00200320010201,FP0020101608,M,1
93098,FP00200320010201,FP00201007,M,1
93099,FP00200320010201,FP00201003,M,1
93100,FP00200320010201,FP00201004,M,2
93101,FP00200320010201,FP00201016,M,4
93102,FP00200320010201,FP00201017,M,4
93103,FP00200320010201,CT00100703,R,4
93104,FP00200320010201,FA00706427,F,4
93105,FP00200320010201,HA00100402,A,4
93106,FP00200320010201,CC0050020107,R,4
93107,FP00200320010201,CC005002010701,R,3
93108,FP00200320010201,CC00500201,R,4
93109,FP00200320010201,ST003002,D,4
93110,FP00200320010201,ST00200201,D,4
93111,FP00200320010201,CR005,D,3
93112,FP00200320010201,CR004,D,2
93113,FP00200320010201,CR003,D,2
93114,FP00200320010201,ST004002,D,3
93115,FP00200320010201,ST004001,D,1
93116,FP00200320010201,CS007004,D,2
93117,FP00200320010201,CS007005,D,1
93118,FP00200320010201,CS007006,D,1
93119,FP00200320010201,CS007011,D,2
93120,FP00200320010201,ST004,D,3
93121,FP00200320010201,CR0011,D,2
93122,FP00200320010201,CR001009,D,1
93123,FP00200320010201,FP00201005,M,2
93124,FP00200320010201,CC0050020106,R,3
93125,FP00200320010201,FP00200101,R,2
93126,FP00200320010201,FP00200102,R,2
93127,FP00200320010201,FP0020010201,R,2
93128,FP00200320010201,FP00200103,R,2
93129,FP00200320010201,FP00200104,R,2
93130,FP00200320010201,FP00200105,R,2
93131,FP00200320010201,FP00200106,R,2
93132,FP00200320010201,FP00200107,R,2
93133,FP00200320010201,FP00200109,R,2
93134,FP00200320010201,FP002001,R,3
93135,FP00200320010201,FA00703701,F,4
93136,FP00200320010202,FP0020080116,M,4
93137,FP00200320010202,FP0020080102,M,3
93138,FP00200320010202,FP0020080103,M,3
93139,FP00200320010202,FP0020080104,M,3
93140,FP00200320010202,FP0020080115,M,3
93141,FP00200320010202,FP0020080117,M,4
93142,FP00200320010202,FP0020080101,M,3
93143,FP00200320010202,FP0020080114,M,3
93144,FP00200320010202,FA00706427,F,4
93145,FP00200320010202,HA00100402,A,4
93146,FP00200320010202,CC0050020107,R,4
93147,FP00200320010202,CC005002010701,R,3
93148,FP00200320010202,CC00500201,R,4
93149,FP00200320010202,ST003002,D,4
93150,FP00200320010202,ST00200201,D,4
93151,FP00200320010202,CR005,D,3
93152,FP00200320010202,CR004,D,3
93153,FP00200320010202,CR003,D,3
93154,FP00200320010202,ST004002,D,2
93155,FP00200320010202,ST004001,D,1
93156,FP00200320010202,CS007004,D,2
93157,FP00200320010202,CS007005,D,2
93158,FP00200320010202,CS007006,D,1
93159,FP00200320010202,CS007011,D,2
93160,FP00200320010202,ST004,D,3
93161,FP00200320010202,CR0011,D,2
93162,FP00200320010202,CR001009,D,1
93163,FP00200320010202,FP00200811,M,2
93164,FP00200320010202,CC0050020106,R,3
93165,FP00200320010202,FP00200101,R,2
93166,FP00200320010202,FP00200102,R,2
93167,FP00200320010202,FP0020010201,R,2
93168,FP00200320010202,FP00200103,R,2
93169,FP00200320010202,FP00200104,R,2
93170,FP00200320010202,FP00200105,R,2
93171,FP00200320010202,FP00200106,R,2
93172,FP00200320010202,FP00200107,R,2
93173,FP00200320010202,FP00200109,R,2
93174,FP00200320010202,FP002001,R,3
93175,FP00200320010202,FA00703701,F,4
93176,FP00200320010202,CT00100703,R,4
93177,FP002003200102,FP0010010102,M,4
93178,FP002003200102,FP0010010103,M,4
